Cycle,Residual_Delta
0.0,0.007615064134228374
0.5012531328320802,0.014257572991097813
1.0025062656641603,0.018963085328827612
1.5037593984962405,0.012258738457944597
2.0050125313283207,0.020261305218487576
2.506265664160401,0.007570158274922281
3.007518796992481,0.015938070472830954
3.508771929824561,0.01401634087960185
4.010025062656641,0.022473860979116217
4.511278195488721,0.02329400007038306
5.012531328320802,0.0025667148752843167
5.513784461152882,0.01958840997718615
6.015037593984962,0.011273204372588804
6.516290726817042,0.020194945365405944
7.017543859649122,0.012527427951770618
7.518796992481203,0.010602183002569057
8.020050125313283,0.015052283992495892
8.521303258145362,0.003535172863649889
9.022556390977442,0.01622130600859598
9.523809523809524,0.020177503554929366
10.025062656641603,0.010213341737898798
10.526315789473683,0.00559961851058142
11.027568922305765,0.014946311754208531
11.528822055137844,0.011987576532307266
12.030075187969924,0.021196424082165932
12.531328320802004,0.017017889487436266
13.032581453634084,0.00538906946245229
13.533834586466165,0.012818440260804448
14.035087719298245,0.00940046806508794
14.536340852130325,0.014380016080871475
15.037593984962406,0.017757585653031198
15.538847117794486,0.01575053533949234
16.040100250626566,0.014653094638463754
16.541353383458645,0.01205658320640252
17.042606516290725,0.018595669336255335
17.543859649122805,0.009820741766977989
18.045112781954884,0.01746310451902945
18.546365914786968,0.012905186634780276
19.047619047619047,0.01698270524325465
19.548872180451127,0.009050825189373116
20.050125313283207,0.019677805244193654
20.551378446115287,0.011102963314341326
21.052631578947366,0.012100976262734774
21.553884711779446,0.005415412240043042
22.05513784461153,0.01477734468751312
22.55639097744361,0.015197559722675696
23.05764411027569,0.011837937348231123
23.55889724310777,0.01728985756988813
24.06015037593985,0.01794125768034401
24.561403508771928,0.018030982635326848
25.062656641604008,0.020199715883402046
25.563909774436087,0.017633458870766817
26.065162907268167,0.012617937446670412
26.56641604010025,0.016197508899741638
27.06766917293233,0.018222721754124628
27.56892230576441,0.00615478280244639
28.07017543859649,0.011492256562738699
28.57142857142857,0.020346212825945197
29.07268170426065,0.010183007653907178
29.57393483709273,0.013611488347401833
30.075187969924812,0.017327053822988613
30.576441102756892,0.018160290934386224
31.07769423558897,0.012823556946383652
31.57894736842105,0.014842905813660509
32.08020050125313,0.021554555720027957
32.581453634085214,0.008668730830591588
33.08270676691729,0.007687890398211584
33.583959899749374,0.022019880921702924
34.08521303258145,0.018891371959073727
34.58646616541353,0.022270865312938464
35.08771929824561,0.018424284682581678
35.58897243107769,0.009653354765714741
36.09022556390977,0.019727120688201066
36.59147869674185,0.016912082798712737
37.092731829573935,0.013774727861061424
