Time,AuditResidue,TraditionalTHD
0.0,0.059934283060224657,0.07923146289747927
0.10101010101010101,0.056325623067485404,0.12947278436678256
0.20202020202020202,0.08113558894383202,0.13387437518376255
0.30303030303030304,0.10773332440088779,0.11140128805407057
0.40404040404040403,0.08168056886916965,0.14395591643690156
0.5050505050505051,0.09077180631556185,0.17272779536597943
0.6060606060606061,0.13612971085560238,0.24733959809082953
0.7070707070707071,0.1289850582194218,0.16226424417694546
0.8080808080808081,0.11333778500857368,0.16691792357654225
0.9090909090909091,0.14266938268990112,0.1508231587571462
1.0101010101010102,0.13164073705284168,0.05911194428555297
1.1111111111111112,0.14068540492859488,0.15422986178309472
1.2121212121212122,0.1639301545222298,0.15907211655765738
1.3131313131313131,0.12991621328866226,0.2797277621899209
1.4141414141414141,0.1427743706224666,0.14745265883165093
1.5151515151515151,0.17511788577881696,0.17265312469243818
1.6161616161616161,0.17519792304785697,0.1563452195955459
1.7171717171717171,0.21083040119736002,0.10015195670488197
1.8181818181818181,0.19547588212593942,0.2162320498166601
1.9191919191919191,0.19448119870056688,0.1971926112302983
2.0202020202020203,0.26113115719661295,0.19965260745316246
2.121212121212121,0.2363935648993602,0.11513668786632364
2.2222222222222223,0.2513505640937585,0.23125082665791608
2.323232323232323,0.23059594536663997,0.09152360847654756
2.4242424242424243,0.2572941636913145,0.19146406681122563
2.525252525252525,0.27949117906692456,0.27214904391676153
2.6262626262626263,0.26334376481519034,0.11360449687477871
2.727272727272727,0.3029685058214589,0.13532147715622503
2.8282828282828283,0.2925326807470784,0.1691239823957962
2.929292929292929,0.30780248864049814,0.13947268194065468
3.0303030303030303,0.3106931404826848,0.08761834359820853
3.131313131313131,0.36886374550836054,0.169084714396867
3.2323232323232323,0.3406391464143322,0.1130464304753109
3.3333333333333335,0.32884578142088206,0.19034628819842575
3.4343434343434343,0.3755418073329729,0.121200505460027
3.5353535353535355,0.3437649451823977,0.24517348792764465
3.6363636363636362,0.38144999917282235,0.12901915356500632
3.7373737373737375,0.34717023388604085,0.1525837928765849
3.8383838383838382,0.36889082447657684,0.20986778006040266
3.9393939393939394,0.408482679262837,0.10815375387527192
4.040404040404041,0.4284056952362719,0.18157501693222666
4.141414141414141,0.4261546383510721,0.2360642084211921
4.242424242424242,0.429505216170417,0.09083795948405982
4.343434343434343,0.43488701699730514,0.18094886464378693
4.444444444444445,0.4204295601926515,0.1852163619346434
4.545454545454545,0.44469402492301485,0.21181841631613824
4.646464646464646,0.45896904276262246,0.11138478768841914
4.747474747474747,0.4984151717971056,0.10771454308315993
4.848484848484849,0.4932360021550056,0.20033950252326915
4.94949494949495,0.4601937423472908,0.18959670840913403
5.05050505050505,0.5110271339333504,0.18777716776981906
5.151515151515151,0.5059347180280374,0.19307998623242453
5.252525252525253,0.5091888327211537,0.1422613901837017
5.353535353535354,0.5440517075949992,0.18838036162572694
5.454545454545454,0.5615290813590099,0.19192635093766133
5.555555555555555,0.5686256023823241,0.1420602068764594
5.656565656565657,0.5423065586264563,0.2715715538400661
5.757575757575758,0.5619975706647939,0.20247952483346815
5.858585858585858,0.5838979959007986,0.11972775443279685
5.959595959595959,0.6058745389060836,0.21262566022967128
6.0606060606060606,0.5858710606976397,0.13156894679166423
6.161616161616162,0.6008322750121783,0.22016231099520342
6.262626262626262,0.5915096641562431,0.23924291026350153
6.363636363636363,0.5988031402456594,0.1407840659005963
6.4646464646464645,0.6480686982660658,0.23049203878544844
6.565656565656566,0.6680338914805074,0.20346732917510776
6.666666666666667,0.6485597975683934,0.22443634133305784
6.767676767676767,0.6791615670487495,0.2786780329710812
6.8686868686868685,0.6754145386827709,0.17207402854329082
6.96969696969697,0.6643703321806249,0.14716167663061036
7.070707070707071,0.6935915484738047,0.14087781387225917
7.171717171717171,0.7262152767838648,0.14506807161031393
7.2727272727272725,0.7038289337632555,0.18250855089293117
7.373737373737374,0.7449292367526438,0.20392628560951903
7.474747474747475,0.6703323706454779,0.2012082773402383
7.575757575757575,0.7482562319056864,0.22923795033058905
7.6767676767676765,0.7426500322738544,0.18903393297773372
7.777777777777778,0.7440198529906827,0.2615655927467547
7.878787878787879,0.7609261246216192,0.17616109773204158
7.979797979797979,0.7284304398898003,0.32590744822847084
8.080808080808081,0.7728792895159772,0.22168740779229074
8.181818181818182,0.7935058877938713,0.1480512130882768
8.282828282828282,0.8250124263493758,0.13786951651108578
8.383838383838384,0.7941800501799817,0.2160428126813512
8.484848484848484,0.7974664915784998,0.18125110315794987
8.585858585858587,0.8126921318555821,0.22862931763389752
8.686868686868687,0.8501262241722234,0.21709622466302067
8.787878787878787,0.8474841131022846,0.1902979483065503
8.88888888888889,0.8394047959246593,0.1521047585410242
8.98989898989899,0.8693562577531763,0.11920713371520172
9.09090909090909,0.870123369168779,0.1731287978511944
9.191919191919192,0.8966456270833851,0.23877953567576957
9.292929292929292,0.8723225744860894,0.20716933367115664
9.393939393939394,0.8889013025225903,0.13468275803409757
9.494949494949495,0.8967032914828115,0.20613379376730656
9.595959595959595,0.8843660646737214,0.21724566696623981
9.696969696969697,0.9286496782685644,0.15429197667479183
9.797979797979798,0.9370392872617797,0.2066761542871754
9.8989898989899,0.9410113600419402,0.2024053854172495
10.0,0.9453082573324971,0.14285148510846885
