Frequency,SpecNormal,SpecEccentric
40.0,-0.00015824963205916852,0.0022283956816545056
40.04008016032064,-7.844311692555517e-05,0.002265154974875057
40.08016032064128,4.75031125334695e-05,0.0021266041796634706
40.120240480961925,0.0001343301112078828,0.0024267798644955116
40.16032064128257,-0.00010509077043056688,0.002332653754685969
40.20040080160321,-0.0001070459868960028,0.0022171585480782576
40.24048096192385,1.4371945299002717e-05,0.002318631359332837
40.28056112224449,0.00013447360402855344,0.0026357557949790444
40.32064128256513,-1.825277637756668e-05,0.0023023338824947094
40.36072144288577,-5.008990670118673e-06,0.0023880296122455458
40.40080160320641,-0.00011169615471833683,0.0022507150086005234
40.44088176352705,0.00012907133750188492,0.0023374675051392314
40.480961923847694,-8.920744320986937e-05,0.0026181890460616605
40.521042084168336,-0.00015024768688642195,0.0024469954699876425
40.56112224448898,3.7574131392954666e-05,0.0025420824619120544
40.60120240480962,3.76801735333954e-05,0.002579298997522045
40.64128256513026,1.6532837693335844e-05,0.002572920601793299
40.6813627254509,6.44995931337844e-05,0.0026484452751801093
40.721442885771545,6.582173996829315e-05,0.0027527653777766558
40.76152304609219,4.974752157739662e-06,0.0026792919150178526
40.80160320641283,-0.00011056957777012365,0.0027006657214599544
40.84168336673347,0.00020590165826113801,0.0026593736108482687
40.881763527054105,-6.574143728417856e-05,0.0028478990726495228
40.921843687374746,1.6942915668069022e-05,0.002891654647485153
40.96192384769539,0.00012880526796536922,0.002908033281580485
41.00200400801603,-3.6735429402802845e-05,0.0030876435525712324
41.04208416833667,2.6281101187353162e-05,0.0029627944090259697
41.08216432865731,0.00010436841937612905,0.0029754748151149995
41.122244488977955,-3.415412213074481e-05,0.003049466472172065
41.1623246492986,6.027195210793064e-06,0.003162450948381041
41.20240480961924,-1.1763335519714162e-05,0.0030199684767070554
41.24248496993988,7.968992905992889e-05,0.003014553978063872
41.28256513026052,-9.974453762397416e-05,0.0031379125290503483
41.322645290581164,5.347236336587943e-05,0.003152676510323303
41.362725450901806,-8.114913732604975e-05,0.0032751088755075463
41.40280561122245,2.495563107430776e-05,0.0033634476110978536
41.44288577154309,-3.9313589628276184e-05,0.0031409742138768515
41.482965931863724,0.00014882225727657012,0.003544915668868651
41.523046092184366,2.8737998430904928e-05,0.003442241013347441
41.56312625250501,1.962117868500239e-05,0.003466908124698147
41.60320641282565,6.169653015550744e-05,0.0037005897535314263
41.64328657314629,0.00012629905594278303,0.0035224185501195756
41.68336673346693,-1.847965732841553e-05,0.0034921778556276472
41.723446893787575,-0.0001048216859874988,0.0035743884639397095
41.763527054108216,-0.00011067887241923915,0.0037308081729826607
41.80360721442886,-1.641094528390695e-05,0.003932330286549773
41.8436873747495,4.211128654778314e-05,0.0038834681492072366
41.88376753507014,0.0001815730501112535,0.004050793815466189
41.92384769539078,4.733447131749218e-05,0.004056362656233238
41.963927855711425,-3.2673476770597764e-05,0.004217641619530105
42.00400801603207,2.4581118588827012e-05,0.004011214371863739
42.0440881763527,-5.4436351259306355e-05,0.004245341647645133
42.08416833667334,-9.036244153714428e-05,0.004205564976697549
42.124248496993985,-0.00015998439782319773,0.004382672494895924
42.16432865731463,0.00014852373896513628,0.004441613272939248
42.20440881763527,9.642855231552969e-06,0.004470384280212052
42.24448897795591,-2.2161362653887308e-05,0.00456545043307584
42.28456913827655,-7.982230986068372e-05,0.004883649211304749
42.324649298597194,-7.160985071097973e-05,0.004642467669110684
42.364729458917836,-2.604802500343531e-05,0.004689587798077152
42.40480961923848,-1.3808946940485613e-05,0.004925629603774644
42.44488977955912,-6.900087153659883e-05,0.005045291726789927
42.48496993987976,-9.00092319984129e-06,0.0049847936596009315
42.5250501002004,0.00011993442861324847,0.005024176470888966
42.565130260521045,-5.42456754361353e-06,0.005146579899970191
42.605210420841686,-2.1332049821513673e-05,0.005379140451918187
42.64529058116233,4.283821495585079e-05,0.0053344074036808355
42.68537074148296,6.4247455872202506e-06,0.0052479026385062275
42.725450901803605,-1.757682372176196e-05,0.005606925659612473
