Time_S1,Env_Baseline_S1,Env_Fault_S1,Time_S2,Env_Baseline_S2,Env_Fault_S2,Freq_S3,Amp_Baseline_S3,Amp_Resonant_S3,Freq_S4,Amp_Baseline_S4,Amp_Degraded_S4
0.0,0.10420964246673184,0.11441257512469022,0.0,0.050060311354299475,0.054976288294857074,48.0,-0.0008786490934918587,0.011220961764723536,500.0,2.289734845645553e-11,0.00033546262790251185
0.5050505050505051,0.09973958020214743,0.09789850118765503,0.5050505050505051,0.05387757402990277,0.04710549561764967,48.02010050251256,-0.007412547871146856,-0.002584726904710635,507.53768844221105,3.86991822580958e-11,0.0004522238308698377
1.0101010101010102,0.09843599853141104,0.12165170871471502,1.0101010101010102,0.04754982804276767,0.06559753481534839,48.040201005025125,0.005779413235796822,0.012841864595913204,515.0753768844221,6.503555682633224e-11,0.000606171096653027
1.5151515151515151,0.09705474027883937,0.14293923477462905,1.5151515151515151,0.05938775599339762,0.02959082062903958,48.06030150753769,-0.0030104665934388925,-0.011162932078307502,522.6130653266332,1.0867569288626275e-10,0.0008079220934349022
2.0202020202020203,0.10573053075774408,0.07888705139705252,2.0202020202020203,0.04943203733129658,0.06199069631409466,48.08040201005025,-0.004755563401655429,-0.006596646593977047,530.1507537688442,1.8057035534014851e-10,0.0010707207631218644
2.5252525252525255,0.09760948109574613,0.12497804620082861,2.5252525252525255,0.04377823731994084,0.0573661685813432,48.10050251256281,0.004094817261183013,-0.0015107823909986245,537.6884422110553,2.983272794002187e-10,0.001410962412503199
3.0303030303030303,0.09360877291595854,0.08729482172285181,3.0303030303030303,0.0438605403768466,0.018576321204147872,48.120603015075375,-0.0011997448443240156,-0.010472656951670102,545.2261306532663,4.900856231510805e-10,0.0018487881315582284
3.5353535353535355,0.09095414597330474,0.1239197086516532,3.5353535353535355,0.0492040338705331,0.07515021052073027,48.14070351758794,0.00870154257430234,0.007129778095003785,552.7638190954774,8.005407384000734e-10,0.0024087477641457685
4.040404040404041,0.09520104296361,0.1375654117125854,4.040404040404041,0.04440912428380289,0.027706030992934342,48.1608040201005,-0.008164636714212933,-0.018640241589194084,560.3015075376884,1.3002515867580112e-09,0.003120527287430846
4.545454545454546,0.09777588952397205,0.09270672115204553,4.545454545454546,0.051057747216546726,0.026848795883521712,48.18090452261306,-0.0037313403976069197,-0.013823937813474955,567.8391959798995,2.099925210356894e-09,0.004019732236666611
5.050505050505051,0.10240129186219603,0.10098102459036828,5.050505050505051,0.04935423539529557,0.0722751632370665,48.20100502512563,-0.0027782399157804437,-0.01844144239570892,575.3768844221106,3.3721954841996284e-09,0.005148713721207381
5.555555555555556,0.10700945890952278,0.11088811005584003,5.555555555555556,0.053349702725109915,0.023084955721310963,48.221105527638194,0.00014116019429512834,-0.008278131712627068,582.9145728643216,5.384608563375233e-09,0.006557417645743272
6.0606060606060606,0.10133707700328541,0.0671809272865368,6.0606060606060606,0.055865091589903305,0.07252083089723317,48.24120603015076,-0.004676656060874814,0.004262911340291862,590.4522613065327,8.549249913033395e-09,0.008304231070706249
6.565656565656566,0.08247842419061398,0.0880442978745327,6.565656565656566,0.041307032546293844,0.05014924815058352,48.26130653266332,0.002665724189568112,0.0022813736721441695,597.9899497487437,1.3496910491476102e-08,0.010456792385932098
7.070707070707071,0.0923727927491327,0.08676567415270814,7.070707070707071,0.043408601470088404,0.04861364919921055,48.28140703517588,-0.0014032150231159813,-0.014602420796863804,605.5276381909548,2.118718227599942e-08,0.013092724385649322
7.575757575757576,0.10396045319723618,0.09535305426609221,7.575757575757576,0.03992630085476544,0.09598091874871686,48.301507537688444,-0.005638041598637874,0.0014400106924303386,613.0653266331658,3.307078608129449e-08,0.01630024176604706
8.080808080808081,0.10494582269925169,0.07816604897610897,8.080808080808081,0.052444831281570646,0.06716667432361642,48.321608040201006,0.0021491091954434684,0.008747908253887089,620.6030150753769,5.132728745502981e-08,0.020178577457170693
8.585858585858587,0.08709062609185905,0.06587706936366405,8.585858585858587,0.045431082874299006,0.07073533791032427,48.34170854271357,0.0003609943812373404,-0.013045578035071921,628.140703517588,7.921083446608295e-08,0.02483816607389839
