Time_t,Feature_Intensity
0.0,0.11742054593348887
0.20040080160320642,0.10540882970745469
0.40080160320641284,0.08307126639184381
0.6012024048096193,0.10856282149984409
0.8016032064128257,0.05114763219056152
1.0020040080160322,0.09620776470087276
1.2024048096192386,0.10577970533341327
1.402805611222445,0.10027336231185759
1.6032064128256514,0.10539155895247626
1.8036072144288577,0.10834811834972552
2.0040080160320644,0.12345268803167365
2.2044088176352705,0.09853108540356315
2.404809619238477,0.1089367556762175
2.6052104208416833,0.0861135478315757
2.80561122244489,0.09208897694329134
3.006012024048096,0.09022800248895847
3.2064128256513027,0.05854865096801706
3.4068136272545093,0.08473581487802422
3.6072144288577155,0.08816521719487513
3.807615230460922,0.14185424550548184
4.008016032064129,0.08820537523876597
4.208416833667335,0.13951064409224795
4.408817635270541,0.08321494977005978
4.609218436873747,0.12447530197390155
4.809619238476954,0.10150273786940785
5.01002004008016,0.12402957135099761
5.210420841683367,0.11228583496873361
5.410821643286574,0.07037929233362394
5.61122244488978,0.10997209118098629
5.811623246492986,0.10395580244229218
6.012024048096192,0.08919143458911974
6.212424849699399,0.11524501319858213
6.412825651302605,0.11183695450949695
6.613226452905812,0.0921379447856805
6.813627254509019,0.12802340646502683
7.014028056112225,0.10612923739506762
7.214428857715431,0.08046585655150666
7.414829659318637,0.10767645739639749
7.615230460921844,0.09586411229241339
7.81563126252505,0.10861696630082497
8.016032064128257,0.0803425159943734
8.216432865731463,0.07323398982619275
8.41683366733467,0.11639310628339021
8.617234468937877,0.09245904502059189
8.817635270541082,0.13537239121566766
9.01803607214429,0.10239632244425668
9.218436873747494,0.10144653324825463
9.418837675350701,0.07755543629775424
9.619238476953909,0.08920558408618627
9.819639278557114,0.10574496862192966
10.02004008016032,0.09996832763661005
10.220440881763528,0.09600123622071069
10.420841683366733,0.10144544920472173
10.62124248496994,0.1151809398395016
10.821643286573147,0.10112964907750277
11.022044088176353,0.09804974604845958
11.22244488977956,0.1276613292179907
11.422845691382767,0.08079447151149124
11.623246492985972,0.09383560178656351
11.823647294589179,0.11996210694705368
12.024048096192384,0.1284472496105502
12.224448897795591,0.14044272767225807
12.424849699398798,0.12750066189498221
12.625250501002004,0.09111217623033244
12.82565130260521,0.12944069215772958
13.026052104208418,0.09162271632337599
13.226452905811623,0.11299019476528388
13.42685370741483,0.09170525913783308
13.627254509018037,0.11450320527922929
13.827655310621243,0.11789216754823385
14.02805611222445,0.07118181481870495
14.228456913827655,0.08383830010964075
14.428857715430862,0.07006936746851386
14.629258517034069,0.07872918735107698
14.829659318637274,0.09276742564675539
15.030060120240481,0.04548552970904984
15.230460921843688,0.05967179658846968
15.430861723446894,0.1042988350735883
15.6312625250501,0.12148602600135135
15.831663326653308,0.057608067631662
16.032064128256515,0.06668386372384189
16.23246492985972,0.1136803215189072
16.432865731462925,0.11323650614354197
16.633266533066134,0.07768375320526899
16.83366733466934,0.06922647698902329
17.034068136272545,0.09375221886480321
17.234468937875754,0.0681651812761138
17.43486973947896,0.08600196481778442
17.635270541082164,0.10894271991866364
17.835671342685373,0.09322003434133833
18.03607214428858,0.13339726216563574
18.236472945891784,0.10952792374357005
18.43687374749499,0.09062055630130145
18.637274549098198,0.14840050074158057
18.837675350701403,0.0989024382908107
19.03807615230461,0.11291938054222433
19.238476953907817,0.10116836758541234
19.438877755511022,0.09257265052167042
19.639278557114228,0.10478669176403071
19.839679358717436,0.10934386473417426
20.04008016032064,0.0744172043202275
20.240480961923847,0.10589417258770183
20.440881763527056,0.10400327793627692
20.64128256513026,0.09001394500482901
20.841683366733466,0.09870335808962367
21.042084168336675,0.1317619388080727
21.24248496993988,0.08345329187444456
21.442885771543086,0.07929505173299924
21.643286573146295,0.09621201058545553
21.8436873747495,0.1073892630265085
22.044088176352705,0.07183573660553536
22.244488977955914,0.11912853265231832
22.44488977955912,0.08403634962519739
22.645290581162325,0.12679504890888646
