Time_s,Raw_Signal,Audit_Residual
0.0,-0.07237021860762433,0.006312695967171992
0.010050251256281407,0.32069673694722606,-0.0034265314969599194
0.020100502512562814,0.5228621868941753,0.019214007688864436
0.03015075376884422,0.797440155701931,-0.004488980594783792
0.04020100502512563,0.9612803991688269,0.024670317762276062
0.05025125628140704,1.1101253705921095,0.004520395288851352
0.06030150753768844,0.9849079609667287,-0.007403843910521271
0.07035175879396985,0.8145699113075999,0.02150603538104734
0.08040201005025126,0.5573077177970829,0.0026766508502770727
0.09045226130653267,0.2163904800275802,-0.0152754264269787
0.10050251256281408,-0.025681986229909408,-0.003560342899611788
0.11055276381909548,-0.3633316514241061,0.04356975033947318
0.12060301507537688,-0.6072312281288555,0.015767513851372875
0.1306532663316583,-0.8816963940603311,-0.02012617898348541
0.1407035175879397,-0.9742288629666043,-0.02706263508094337
0.15075376884422112,-1.0034912777047547,-0.01614032607971939
0.16080402010050251,-0.8794991193627459,-0.027550423180522057
0.1708542713567839,-0.8028876329969846,-0.023729357146256017
0.18090452261306533,-0.5426013707624074,-0.01082054593447915
0.19095477386934673,-0.25962141645530445,-0.018222850599915616
0.20100502512562815,0.04491926211000981,0.01998902374053522
0.21105527638190955,0.2786989990059496,0.002692875920214444
0.22110552763819097,0.6294278945964991,-0.019515104881066277
0.23115577889447236,0.8627537141877644,0.002820016748902629
0.24120603015075376,0.9630461019052227,-0.020753380531854295
0.25125628140703515,1.0209961402169878,0.009812563833782916
0.2613065326633166,1.0020341705769782,-0.01426969978825106
0.271356783919598,0.8095886279630891,0.010947616804444416
0.2814070351758794,0.49954618740860446,0.032093235596118506
0.2914572864321608,0.24518052013562477,-0.05109129679644915
0.30150753768844224,-0.045620306049018206,0.030989582661118873
0.31155778894472363,-0.3913806232268887,-0.01760328271804201
0.32160804020100503,-0.7013738519250068,0.008043215716441931
0.3316582914572864,-0.8732366618193784,-0.00471457912146594
0.3417085427135678,-0.9573147483568577,-0.009864887966603685
0.35175879396984927,-1.0277346075549847,-0.010140483656658626
0.36180904522613067,-0.7788187027218858,0.020135948997603213
0.37185929648241206,-0.8116105918857455,0.02753167973938389
0.38190954773869346,-0.5928172497585384,-0.04301974674916454
0.3919597989949749,-0.2160107195584429,0.0038771330187608757
0.4020100502512563,0.01772228596921225,-0.013101280501324227
0.4120603015075377,0.3722857121393371,0.004547523068321075
0.4221105527638191,0.6360901045740504,0.02594743303019074
0.4321608040201005,0.9289248398728347,-0.03300278168728628
0.44221105527638194,0.9263357131598964,0.02767727737559427
0.45226130653266333,0.8141351625869049,-0.004725634520772487
0.4623115577889447,0.8472232238331655,-0.0012500290961088689
0.4723618090452261,0.6901559505138192,0.040608443417213085
0.4824120603015075,0.5360966673607088,0.007852870006433995
0.49246231155778897,0.21068734443172726,-0.011090980825464542
0.5025125628140703,-0.14476879130636783,0.013303681443945819
0.5125628140703518,-0.37720694287722145,-0.005031011331930434
0.5226130653266332,-0.5863597239746267,0.019268861190917724
0.5326633165829145,-0.8179485380791163,-0.006671436000920017
0.542713567839196,-1.0305840891776585,-0.014815922581101837
0.5527638190954774,-1.0792415020138078,0.041747784126013536
0.5628140703517588,-0.91311078712596,0.014091568736540872
