Time,Raw,Res
0.0,0.10353347835391713,-0.029719435150290963
0.010050251256281407,0.3356060225154721,0.005728223659477658
0.020100502512562814,0.5410336768141351,-0.013891871152631003
0.03015075376884422,0.8718704084391344,0.011532702434145987
0.04020100502512563,0.9578521593023214,-0.01984557719604077
0.05025125628140704,0.9751193188043721,-0.006710159531681148
0.06030150753768844,0.8036831090272405,-0.0038561444310905
0.07035175879396985,0.7280514839430737,0.010743897449875053
0.08040201005025126,0.5268389542424391,-0.004804262451216405
0.09045226130653267,0.37757289777637304,0.006492506484335446
0.10050251256281408,-0.04275538131545641,-0.020034700348031165
0.11055276381909548,-0.3972162592860716,-0.004008043805388023
0.12060301507537688,-0.6167197099853969,-0.02895084990111429
0.1306532663316583,-0.8611503814526631,-0.00627569401716669
0.1407035175879397,-0.9301098918798107,0.011658189748901534
0.15075376884422112,-0.9973806131362938,0.02641576442591062
0.16080402010050251,-0.9626934584494865,-0.021634164461050643
0.1708542713567839,-0.7780807290053123,0.0049971544994945214
0.18090452261306533,-0.6384329685277771,0.023920957071326014
0.19095477386934673,-0.35213117156228524,0.014128771255856742
0.20100502512562815,0.06870229934996241,0.0180654817291728
0.21105527638190955,0.2792542475349722,-0.01523241279093896
0.22110552763819097,0.6303443663953402,-0.04022347259169138
0.23115577889447236,0.863394081566482,-0.00884045070052887
0.24120603015075376,0.9598932036078881,-0.014391694483220679
0.25125628140703515,0.8945477731094014,0.009913657673641028
0.2613065326633166,0.9796343417652336,-0.06777404130633494
0.271356783919598,0.7727076920195264,0.020353157763857075
0.2814070351758794,0.5534968194808704,0.025873217829228145
0.2914572864321608,0.34349235357328256,0.004612169166036641
0.30150753768844224,-0.007090124796287338,0.004298101796078919
0.31155778894472363,-0.34756162068782953,-0.013184798024895463
0.32160804020100503,-0.6425562647650758,-0.0020005797872006356
0.3316582914572864,-0.9178020725778026,-0.01260173691705226
0.3417085427135678,-0.9487264722480008,-0.027028339840023202
0.35175879396984927,-0.9874503114709334,0.009608124685910852
0.36180904522613067,-0.9854258730719803,-0.009035742995357093
0.37185929648241206,-0.796465163222585,0.023872817989122247
0.38190954773869346,-0.5068408667582767,-0.014450946250034322
0.3919597989949749,-0.2754423139607682,-0.007591595205815027
0.4020100502512563,-0.03109286006686396,0.012052950613857846
0.4120603015075377,0.40122783083168295,0.012082629195345296
0.4221105527638191,0.6069373064464967,0.003195579853617862
0.4321608040201005,0.8574397219533363,-0.0013468863016509753
0.44221105527638194,0.9533052919545578,-0.03504985234949795
0.45226130653266333,0.9928314560683356,0.021190474996679063
0.4623115577889447,0.952739013734255,0.011059129742341904
0.4723618090452261,0.6828434673750043,-0.010632441846161888
0.4824120603015075,0.5281979731025995,0.022666767013593433
0.49246231155778897,0.23079758855409963,0.0073327642582938024
0.5025125628140703,0.050729793891589686,0.003666155121824424
0.5125628140703518,-0.32207565944783373,0.01800370974141701
0.5226130653266332,-0.6513609312665831,-0.030131998222938314
0.5326633165829145,-0.8205433609121029,-0.008232448335227906
0.542713567839196,-0.9810626729469865,0.015695189903924888
0.5527638190954774,-1.0059495158451868,0.020560512847445152
0.5628140703517588,-0.8737551092386611,-0.008193867294156016
0.5728643216080402,-0.7805705817895418,-0.009247779809655462
0.5829145728643216,-0.6109475214112584,0.018838713215750435
0.592964824120603,-0.2208510235872818,-0.0018292866324093407
0.6030150753768845,0.07901317135368288,-0.03829694914802402
0.6130653266331658,0.4338609059447842,-0.0043858928193514935
0.6231155778894473,0.6441900242878289,-0.020042860588115222
0.6331658291457286,0.9648451322492281,0.0004500630609613876
0.6432160804020101,1.0036180367704073,0.01397972484274858
0.6532663316582915,1.029481463934834,0.004780027311940882
0.6633165829145728,0.9159027153562883,0.01255589258117904
0.6733668341708543,0.7607586787996662,-0.0331606140369236
0.6834170854271356,0.46750888200041607,0.004609694962943792
0.6934673366834171,0.1256717382388215,-0.022332637213301074
0.7035175879396985,-0.05374059498554292,0.020459618013224462
0.7135678391959799,-0.44614250453637416,0.010725285677221039
0.7236180904522613,-0.6198423506180386,0.008935138350703095
0.7336683417085427,-0.7947636407484991,-0.00518720061216404
0.7437185929648241,-1.0285668712233913,-0.004517675130360091
0.7537688442211056,-1.0337628543616917,-0.0044833604320935385
0.7638190954773869,-0.8997763946579014,0.022091980775502937
0.7738693467336684,-0.7768286317097544,-0.018085507420698144
0.7839195979899498,-0.4604377271011053,-0.0036335523590150442
0.7939698492462312,-0.18859511155815867,-0.009874323161014484
0.8040201005025126,0.16796705570894227,-0.007255843370664497
0.8140703517587939,0.4178696123183928,0.03662701711404241
0.8241206030150754,0.6981424784179339,-0.014731615336151405
0.8341708542713568,0.8573879267863069,0.006220120271392925
0.8442211055276382,1.0406941786938324,-0.01917437142410983
0.8542713567839196,1.0007755720481053,0.00026303303867881425
0.864321608040201,0.9175874502559478,-0.01171962546705336
0.8743718592964824,0.7522799460529214,0.017252100775855497
0.8844221105527639,0.5160321514634305,0.012697426422262743
0.8944723618090452,0.18301386426693309,-0.0027694624889197258
0.9045226130653267,-0.17099719445408962,0.026373735169134035
0.914572864321608,-0.4136685041534873,-0.004954754476766321
0.9246231155778895,-0.7996960712066385,-0.024288889120086383
0.9346733668341709,-0.939799731058633,0.01450271493380334
0.9447236180904522,-0.8514612017960286,-0.03372273581783171
0.9547738693467337,-0.9105087921032292,0.016180611273230623
0.964824120603015,-0.8682210895549392,0.005279360060289638
0.9748743718592965,-0.6953329816255678,0.013993775644239226
0.9849246231155779,-0.39297449671278095,-0.02215998156841714
0.9949748743718593,-0.13069402127697388,0.025134960753368407
1.0050251256281406,0.23186169375800758,-0.0029125955474028596
